full_text,sentimen,kategori
"Di tengah situasi pandemi Covid-19 siswa harus menyesuaikan diri untuk belajar dari rumah. Yuk, ikuti kisah Berani Berubah: Mobil WIFI Penyelamat Siswa. https://t.co/o8QZGenKcJ

#BERANIBERUBAH #PERUBAHANPERILAKU https://t.co/YRAbmPJpUw",positif,Control 
Permasalahan yang muncul selama belajar dari rumah di era Covid-19 ini perlu perhatian dari berbagai pihak agar dapat diatasi sehingga anak-anak mendapatkan pendidikan secara utuh. https://t.co/BIveGZ6tD0,positif,Comitment
"“Kebanggaan diri bukan karena materi, tapi seberapa banyak bisa mengabdi” -Najwa Shihab

Pengabdian dapat dimulai dari hal-hal sederhana seperti membantu anak-anak sekolah dasar belajar dari rumah ditengah pandemi covid-19. https://t.co/rextsiWeqA",positif,Comitment
"Dalam mendukung program belajar dari rumah di masa pandemi covid-19, @Telkomsel mendukung adopsi literasi digital melalui bantuan kuota terjangkau. https://t.co/yXt9Tg63el",positif,Comitment
"Gimana sih cara mengajar anak agar tetap bisa belajar dari rumah saat Pandemi Covid 19? 

Yuk simak isi poster nya kawan kawan 😊

#kkndr 
#kkn2020
#kknunsil
#kkntematik https://t.co/RaPxsPMPB6",negatif,Comitment
"Anak-anak turut merasakan dampak dari pandemi Covid-19.
Kita harus jaga mereka tetap semangat belajar, bermain, dan berkreatifitas dari rumah.
Serta ajak mereka disiplin pakai masker, cuci tangan, jaga jarak dan hindari kerumunan.
Anak terlindungi, Indonesia Maju.

#BungJubir https://t.co/2kixxSbIAZ",negatif,Comitment
"Lebih 70 juta anak Indonesia merasakan dampak pandemi Covid-19. Mereka tak bebas bermain bersama kawan sebaya, dan sebagian harus belajar dari rumah. 

Mereka harus terlindungi. Di pundak anak-anak ini, terpanggul harapan akan Indonesia maju.

Selamat Hari Anak Nasional 2020. https://t.co/zHNyI6TsOw",positif,Comitment
"Tidak mudah menjalankan pendidikan belajar di rumah di daerah 3T (Terdepan, Terluar, dan Tertinggal)

Bantu kami memberikan buku pelajaran &amp; alat tulis, serta radio transistor untuk menjangkau anak-anak di daerah 3T yang sulit belajar dari rumah karena pandemi COVID-19⁣. https://t.co/KBZA44HqcW",positif,Composure
"China tutup semua sekolah dan wajibkan jutaan pelajar di negara tersebut kembali belajar dari rumah melalui online, China umumkan adanya 50 kasus baru Covid-19 varian omicron di negaranya.semua penerbangan dari dan ke China, Hongkong China dan Macau China di tutup total.",positif,Composure
@megat_sharezman Actually I know people yg takda laptop time study kat uni. Dia survived sebab boleh guna PC kat library and pinjam laptop kawan2. Kalau sebab covid and kena belajar dari rumah. Mmg susah la.,positif,Composure
"Kerja dari ofis, sebab rumah tempat rehat. Dari Uni lagi aku punya mindset rumah tempat rehat. Aku tak pernah buat esaimen kat rumah sepanjang belajar sebelum covid. Sekarang kerja, rumah adalah tempat untuk tenang dan berehat.",positif,Composure
"MANA SATU?

A: Kerja dari ofis (ada lokasi spesifik)

B: Kerja dari rumah / mana-mana (location independent)

Sila Quote RT:
✅ Pilih A atau B
✅ Kenapa? https://t.co/P86liSSZyE",negatif,Composure
"@SyamilIdris5 Hahaha takyah laa..covid ni sampai bila2 mel..So kita kena ada alternatif lain..cth belajar dari rumah, belajar benda2 online..Hahh gitu je..",positif,Composure
"Apa yg aku belajar dari Virus Covid-19 ni adalah, sekuat mana pun Antibody kau, hebat mana pun badan kau, pernah jadi Close Contact byk kali pun but still negative, jaga SOP pun, tak keluar rumah pun end up tewas juga akhirnya :

2020 ❌
2021 ❌
12 March 2021 [Checked ✅ 🦠 ] https://t.co/zzEHM9PFIH",negatif,Comitment
"Bulan ni stretch sikit,  mama kene covid last Saturday,  harini ayah pulak dapat covid dari kawasan rumah kat pantai. Allahuakhbar, kene belajar redha dengan ujian ni 😔",positif,Composure
"Jumlah Kasus Covid 19 di Sabu Raijua Naik, Siswa Kembali Belajar dari Rumah https://t.co/SRMvdcqyhL",positif,Composure
"Pandemi Covid-19 mempengaruhi seluruh aspek kehidupan, tak terkecuali aspek pendidikan. Dampak dari pandemi Covid-19 pada aspek pendidikan adalah
mengharuskan kegiatan belajar mengajar tetap berjalan meskipun peserta didik berada di rumah.",positif,Composure
"@payungbunga29 PJJ kak , alias belajar dari rumah alias online , kan masih covid , PTM terbatas",positif,Composure
"@tanyakanrl Waktu itu mang ujang masih jadi siswa SMA wkwkwk, Singkat cerita gara gara covid-19 sekolah diliburkan alhasil harus belajar dari rumah, awalnya mikir sih santai aja karena cuman 2 Minggu, jadi kosan aman lah ya ditinggalin cuman 2 Minggu doang, eh semakin kesini semakin (cont)",positif,Composure
"Covid-19 tidak dibolehkan mengikuti Pembelajaran Tatap Muka (PTM) dan harus belajar mandiri di rumah.

Penetapan kebijakan ini menimbulkan berbagai reaksi dari para walimurid siswa/i. Apakah kebijakan ini dinilai sudah tepat?",positif,Composure
Bagi satuan pendidikan yang warga belajarnya sudah terpapar COVID-19 diberlakukan Belajar Dari Rumah (BDR) minimal 10 hari. #publisherstory https://t.co/LHWbtHpN7t,positif,Control 
"Covid-19 di Anambas Melonjak, Siswa di 5 Kecamatan Terapkan Belajar dari Rumah https://t.co/0CSDzf0j5n",positif,Composure
"@idlecatz @rizkidwika Bener
Gw banyak belajar dari dia, waktu seumuran dia gw masih hura hura.

Bayangin, dalam 3 tahun itu dia nabung juga buat nikah, tadinya cukup di KUA aja (COVID), tapi mertuanya minta bikin hajatan di rumah.

Salut aseli.",positif,Composure
Belajar dari rumah diterapkan di Jayawijaya bila COVID-19 tak turun https://t.co/sqXNa2oc5q,positif,Control 
"Seperti apa cara Alyssa Soebandono hadapi tantangan anak belajar dari rumah selama pandemi COVID-19? Simak kisahnya di sini yuk, Moms. #kumparanMOM https://t.co/ve9N9fDv74",positif,Control 
"""Kebijakan belajar dari rumah, bekerja dari rumah, dan ibadah di rumah perlu terus digencarkan untuk mengurangi pengurangan penyebaran Covid-19,"" ujar Jokowi.

#PrayFromHome

🇮🇩 Dari Rumah Untuk Indonesia

https://t.co/N34N7NJhF6",negatif,Composure
"@CEMpl0k Ya, sbg Orang Tua,
Kita harus berpikir positif,
Bhw dgn kebijakan tsb, 
Negara memproteksi Anak2, dr penularan Covid 19.

Memang ada sisi negatifnya,
Anak2 Belajar dari Rumah,
Perlu perhatian ekstra Orangtua.

Dilematis memang,",negatif,Composure
"COVID-19 memaksa 45 juta pelajar Indonesia belajar dari rumah di tengah kesenjangan digital. Kesejahteraan anak muda juga kian terancam dalam sistem perlindungan sosial yang timpang.

Simak kilas balik setahun pandemi di dunia pendidikan dan anak muda:
https://t.co/ErUwUgGKBX",negatif,Composure
"Covid: Angka merangkak naik

Masmen: ""Siswa sekolah dan kampus, belajar dari rumah, ya.""

Kemenko PMK: ""Bapak Presiden memberikan arahan agar mulai dibuka, proses kegiatan belajar mengajar di sekolah dengan pertimbangan-pertimbangan tertentu""

BuzzeRp: Bully &amp; olok olok masmen",negatif,Composure
Program dan Jadwal Belajar dari Rumah TVRI telah tersedia untuk Kamis (21/1/2021). Pandemi COVID-19 bukan halangan untuk belajar dan meningkatkan kompetensi. https://t.co/ZQJWntwkkR,positif,Confidience
"Adik aku tahun ni ada form 1 &amp; form 4, kesian diorang punye zaman sekolah menengah belajar dari rumah je...Semoga covid ni cepat la hilang Ya Allah aamiin 😭🤲🏻",positif,Composure
"Belajar dari rumah selama pandemi Covid-19

Sebagian besar dari mereka diciptakan untuk menjadi seorang jenius, dan sebagiannya lagi menjadi malas. Kalau dikatakan bodoh sepertinya tiidak, karna mereka hanya malas, malas untuk berfikir, menerima masukan, dan malas untuk belajar.",positif,Composure
"Belajar dari rumah selama pandemi Covid-19
Beberapa dari mereka diciptakan menjadi jenius, sebagiannya lagi malas. Kalau untuk dikatakan bodoh, sepertinya tidak.. mungkin mereka hanya malas, malas untuk berfikir, malas untuk menerima masukan.",positif,Composure
"Pemprov DKI memutuskan untuk tetap menerapkan belajar dari rumah untuk siswa sekolah. Soalnya, pandemi COVID-19 belum aman dan sekolah masih harus ditutup. #PembelajaranJarakJauh https://t.co/HY9DxbifQg",positif,Composure
"Assalamualaikum Wr. Wb

Hai saya Farina Naswa dari kelas XI MIA 4. Saya bersekolah di MAN DEMAK.Kali ini saya akan berbagi sedikit pengalaman belajar dari rumah. Karena masa pandemi covid-19 sekolah menerapkan sistem belajar dari rumah atau belajar online .",positif,Composure
Setelah belajar dari rumah karena covid-19,positif,Composure
Hal ini untuk mendukung kegiatan Belajar dari Rumah (BDR) akibat pandemi COVID-19. #publisherstory https://t.co/Cg6kKeTJ85,positif,Control 
Sebanyak 68 juta siswa terpaksa belajar dari rumah akibat pandemi Covid-19. https://t.co/ZJmXbjGMxw,positif,Composure
"_A Thread_

Wawasan dan Keprihatinan

Pemandangan semacam ini sudah sering terlihat sebelum adanya Belajar Dari Rumah (BDR) di masa pandemi #covid_19 ini. Keluh kesah pun tak seramai saat ini, hanya beberapa pemerhati anak atau lembaga yang peduli kepada anak saja yang menyoroti. https://t.co/MHdU40VJMu",negatif,Composure
"Pembelajaran jarak jauh di tahun ajaran baru kembali digelar secara daring imbas dari pandemi Covid-19. Meski baru berjalan dalam hitungan minggu, banyak orang tua murid yang mulai pasang bendera putih, karena kesulitan mendampingi anak  belajar di rumah.

https://t.co/ns6OyEyJew https://t.co/P0lLwmVeRB",positif,Composure
"Welcoming dance dari salah satu muridku saat home visit untuk sosialisasi kegiatan Belajar Dari Rumah selama pandemi Covid-19. Karena speech delay, luapan rasanya rindunya pada bu guru dan sekolah, tumpah lewat tarian 😍 https://t.co/ZY4ytuS9AZ",positif,Composure
"Webinar PP Pemuda Katolik (9/7/2020), Gubernur Jateng @ganjarpranowo menyebut istilah Politik Kuota untuk mewujudkan keadilan digital dan keadilan di era digital. Kuota internet untuk siswa/siswi yang belajar dari rumah karena pandemi covid-19 dianggarkan dalam APBD. https://t.co/wEAckaGvnM",positif,Composure
"Telah terbit Majalah SMA edisi 6 tahun 2020 bertema Belajar dari Rumah.Pandemi COVID-19 mengubah byk hal.Termasuk dunia pendidikan. Demi keselamatan,proses belajar mengajar dilakukan secara daring. 
Majalah dapat diunduh pada: 
https://t.co/quXUU2Lh9p
atau
https://t.co/fvTozneYAw https://t.co/UxbZs08wgq",negatif,Composure
"Kementerian pendidikan dan kebudayaan menerbitkan surat edaran nomor 15 tahun 2020 tentang pedoman penyelenggaraan belajar dari rumah, selama masa darurat penyebaran Covid-19. 
https://t.co/Xs7Vb8ByZO https://t.co/f4DcUm8aD4",negatif,Control 
"Kasus Covid-19 Terus Meningkat, Pelajar Kembali Belajar dari Rumah, Pemprov Kaltim Siap Aktifkan Lokasi Isoter -  https://t.co/s0SpfBfb1F",negatif,Control 
"Nakes aja bisa terpapar Covid-19 walaupun udh divaksin Ke-3 , Tetapi masih aja 4 Menteri ini ngotot Siswa/I dan Santri untuk Belajar Di Sekolah.

Saya Berharap Pemerintah untuk menghentikan pergerakan Siswa dengan Belajar dari Rumah ini bukan masalah pendidikan tapi nyawa.",negatif,Composure
"Jumlah kasus Covid-19 di Kota Tasikmalaya terus meningkat drastis sejak awal Januari 2022 sampai sekarang. Terbaru, sebanyak 52 tenaga kesehatan (nakes) terpapar Covid-19 - #Regional https://t.co/CYrfyDG6oF",positif,Composure
"@KompasTV Turun krn covid kaliee.. org2 kantoran WFH, siswa dn mahasiswa Belajar dari rumah wkwkwk",negatif,Composure
"Covid Kembali Meningkat, Anak-anak Isi Waktu dengan Belajar Desain Grafis dari Rumah https://t.co/h3X5QZ9LJx",positif,Control 
"Guru Terpapar Covid, Siswa Belajar dari Rumah https://t.co/ELkhubIdSJ",negatif,Composure
"Wakil gubernur DKI Jakarta akhirnya memutuskan untuk tetap melanjutkan pelaksanaan PTM terbatas di DKI Jakarta, dengan jumlah siswa yang boleh masuk 50% dan sudah melakukan vaksinasi Covid-19, waktu jam belajar maksimal 4 jam, selebihnya belajar dari rumah melalui online",negatif,Control 
"Walikota solo Gibran Rakabuming resmi menghentikan sementara pelaksanaan PTM terbatas di kota solo mulai Senin 7 Februari atau hari ini.semua pelajar di kota solo, kembali belajar dari rumah melalui media online.PTM terbatas di hentikan karena lonjakan kasus Covid-19.",positif,Composure
"Mulai besok, semua pelajar dari TK hingga SMA belajar di rumah menyusul kenaikan kasus Covid-19 di Solo. https://t.co/EMxWh7WwR3",positif,Control 
"Bupati Sleman Yogyakarta di kabarkan langsung menghentikan sementara waktu pelaksanaan PTM terbatas di daerahnya, setelah adanya laporan tentang adanya klaster penularan baru Covid-19 di 6 sekolah di kabupaten sleman.para pelajar di Sleman kembali belajar dari rumah secara online",positif,Control 
"Lonjakan Covid 19, 5 Sekolah Negeri di Cimahi Kembali Belajar Dari Rumah #alonesia https://t.co/W3duUe0ejc",positif,Control 
"To be honest, I dah masuk umur 29 ni pun penat dah nak keluar setiap hari. I dah puas keluar dari siang, subuh baru balik hostel. Puas dah melepak huha huha. Bila covid datang baru I belajar duduk rumah, baru tahu rasa tenang being alone at home.",positif,Composure
"Satu Siswa dan Dua Guru Terpapar Covid-19, Belajar Mengajar Kembali dari Rumah https://t.co/AHLr5lATHO",positif,Composure
"Walikota solo Gibran Rakabuming mengkaji untuk kembali mewajibkan pelajar di kota solo, untuk kembali belajar dari rumah secara online, setelah banyaknya kasus baru Covid-19 di tengah pelaksanaan PTM terbatas di kota solo, terakhir terjadi penularan Covid-19 di 8 SMA di solo",positif,Composure
"Walikota Semarang resmi menghentikan sementara waktu pelaksanaan PTM terbatas di kota Semarang, mulai Senin pekan depan.setelah tingginya kasus Covid-19 di tengah pelaksanaan PTM terbatas di kota Semarang, walikota Semarang menegaskan bahwa pelajar  belajar dari rumah.",positif,Composure
"Walikota solo Gibran Rakabuming menutup sementara waktu 8 sekolah menengah atas di kota solo, setelah adanya laporan tentang adanya klaster penularan baru Covid-19 di tengah pelaksanaan PTM terbatas di tingkat SMA di kota solo, pelajarnya belajar dari rumah melalui online.",positif,Composure
"Kasus harian Covid-19 di kota Semarang kembali melonjak, membuat walikota Semarang memutuskan untuk menghentikan sementara waktu pelaksanaan PTM terbatas di wilayahnya .pembelajaran tatap muka di ganti dengan belajar dari rumah melalui media online,tegas walikota Semarang",positif,Composure
"6 Orang Positif Covid-19, Seluruh Siswa SMA Negeri 1 Selat Belajar Dari Rumah https://t.co/8x2v4Xfnev",positif,Composure
"Sekolah yang Muridnya Terkonfirmasi Positif Covid-19 tak Ditutup, Semua Siswa Belajar Dari Rumah https://t.co/AgRIda8Mfo",positif,Composure
"Jiwa gotong-royong telah berhasil melewati lonjakan kasus Covid-19 dua tahun terakhir.

Belajar dari hal itu, ditengah kondisi saat ini, Kecamatan Pinang kembali gelar gotong-royong dengan berbagi makanan siap saji ke rumah warga isoman. Selengkapnya di https://t.co/vInwRBJYTm https://t.co/JAdl5sXwPf",negatif,Comitment
"#Kasus Covid-19 Melonjak di Tangerang, Pemerintah Terapkan Belajar dari Rumah - https://t.co/QsqLsFoH3K - Megapolitan https://t.co/QsqLsFoH3K #Covid #Covid19 https://t.co/dmqvDZctpg",negatif,Composure
@mermaidsungai Tahun terparah selama aku ngajar sekolah yaitu tahun2 yg mereka belajar dari rumah terdapat covid. Kls 5 perkalian 1x5 aja gatau😭😭 nangesss bgt,positif,Composure
"covid – 19 yang di pimpin oleh Joko Widodo, menambah rumah sakit rujukan khusus covid – 19, membuat kebijakan belajar dari rumah,bekerja dari rumah dan beribadah dari rumah,mengkampanyekan pembatasan social untuk mencegah covid – 19, melakukan lockdown untuk daerah",positif,Comitment
"SINGAPURA | Sekolah Tutup. Belajar dari rumah mulai 19hb Mei

COVID-19: Primary, secondary schools and JCs to move to full home-based learning from May 19 https://t.co/6xiSVYqwyv",negatif,Composure
"Selamat Pagi. Dalam PSBB Transisi ini Pemerintah diajak untuk olahraga, bekerja, dan belajar dari rumah untuk menghindari Covid-19. Jika Terpaksa Harus Keluar Rumah Lakukan 3M dan Jangan Berkerumun dengan orang lain untuk menghindari Covid-19.",negatif,Composure
"Selamat Pagi, Hari ini Mulai PSBB Transisi Kembali. Mari Biasakan diri kita untuk olahraga, bekerja, belajar dari rumah untuk menghindari Covid-19. Jika Terpaksa Harus Keluar Rumah Wajib 3M untuk menghindari Covid-19.",negatif,Composure
"Pandemi Mengubah Cara Hidup, Tiru Kiat Dampingi Anak Belajar dari Rumah Selama Covid-19 Berikut Ini https://t.co/yCodeq4RCs",positif,Control 
"[Tips Belajar Dari Rumah Di Masa Pandemi Covid-19]

Halo, salam sehat!
Sekarang ini masih banyak teman- teman yang belajarnya masih dari rumah selama masa pandemi Covid-19 ini. Nah berikut beberapa tips belajar dari… https://t.co/AYJJdfCUpQ",negatif,Control 
"MENURUT ANDA, MANA LEBIH BAIK BELAJAR MENGAJAR BAGI ANAK DILAKUKAN DARI RUMAH ATAU DI SEKOLAH SELAMA PANDEMI COVID 19?

- Belajar tatap muka di sekolah 91.7%
- Belajar daring dari rumah 8.3%

Total suara: 12

Berikan suara anda, klik link
https://t.co/vDbI0uirSR",negatif,Composure
"https://t.co/9VHe4x12fg

Seorang guru SD di Magelang, Suroto (59) berinisiatif mendatangi siswa yang terkendala sinyal dan HP untuk belajar online dari rumah saat pandemi COVID-19.",positif,Control 
Potret Kegiatan Belajar dari Rumah (BdR) Selama Pandemi Covid-19 https://t.co/evTT4Jv6a4,negatif,Control 
